+-------+-----+------+-----+-----+-----+--------+-------------------------------------------------------------------------+-------+--------+---------+-------+-------+-------+--------+--------+-----------+------------+--------------+------------+
| COUNT | 1XX | 2XX  | 3XX | 4XX | 5XX | METHOD |                                   URI                                   |  MIN  |  MAX   |   SUM   |  AVG  |  P90  |  P95  |  P99   | STDDEV | MIN(BODY) | MAX(BODY)  |  SUM(BODY)   | AVG(BODY)  |
|    85 |   0 |   85 |   0 |   0 |   0 | GET    | /api/player/competition/a075c176-1aa6-449b-97a7-b955377e6a1e/ranking    | 0.020 |  0.272 |   4.040 | 0.048 | 0.164 | 0.228 |  0.272 |  0.069 | 15655.000 |  15751.000 |  1338452.000 |  15746.494 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/5897354c-844c-4fd2-9970-195aa421cf5d/finish  | 0.048 |  0.048 |   0.048 | 0.048 | 0.048 | 0.048 |  0.048 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/4208fa99-960c-4c1d-a40f-1015d62a8112/finish  | 0.048 |  0.048 |   0.048 | 0.048 | 0.048 | 0.048 |  0.048 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/d09b4d2e-cbd3-48ad-89e3-02126d28e5d4/finish  | 0.048 |  0.048 |   0.048 | 0.048 | 0.048 | 0.048 |  0.048 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/d8c82e84-a262-40b3-800c-0737e63cdea5/score   | 0.048 |  0.048 |   0.048 | 0.048 | 0.048 | 0.048 |  0.048 |  0.000 |    52.000 |     52.000 |       52.000 |     52.000 |
|     2 |   0 |    2 |   0 |   0 |   0 | POST   | /api/organizer/competition/e87ae657-0710-4387-94fc-11869d9607e3/score   | 0.036 |  0.060 |   0.096 | 0.048 | 0.060 | 0.060 |  0.060 |  0.012 |    53.000 |     53.000 |      106.000 |     53.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/f477a851-7d5c-4c09-ac5d-0054988f8f34/finish  | 0.048 |  0.048 |   0.048 | 0.048 | 0.048 | 0.048 |  0.048 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|    32 |   0 |   32 |   0 |   0 |   0 | GET    | /api/player/competition/dd292ee8-ca74-4e62-8d03-7ef0197e39db/ranking    | 0.004 |  0.716 |   1.572 | 0.049 | 0.076 | 0.080 |  0.716 |  0.123 | 14384.000 |  14385.000 |   460309.000 |  14384.656 |
|    76 |   0 |   76 |   0 |   0 |   0 | GET    | /api/player/competition/8b714d66-6353-4713-82ea-8fced4b6447e/ranking    | 0.004 |  0.276 |   3.820 | 0.050 | 0.164 | 0.220 |  0.276 |  0.070 | 15927.000 |  15928.000 |  1210468.000 |  15927.211 |
|    25 |   0 |   25 |   0 |   0 |   0 | GET    | /api/player/competition/f74b20dd-d617-4ef6-8f62-0a4bf80e4001/ranking    | 0.008 |  0.136 |   1.336 | 0.053 | 0.088 | 0.112 |  0.136 |  0.030 | 14417.000 |  14418.000 |   360445.000 |  14417.800 |
|    60 |   0 |   60 |   0 |   0 |   0 | GET    | /api/player/competition/cc4b619c-681f-452f-abbe-7864d3be1f1e/ranking    | 0.012 |  0.276 |   3.224 | 0.054 | 0.152 | 0.224 |  0.276 |  0.071 | 16424.000 |  16425.000 |   985456.000 |  16424.267 |
|     2 |   0 |    2 |   0 |   0 |   0 | POST   | /api/organizer/competition/5706664d-cb89-4f99-af0f-c756431b98e4/score   | 0.052 |  0.056 |   0.108 | 0.054 | 0.056 | 0.056 |  0.056 |  0.002 |    54.000 |     54.000 |      108.000 |     54.000 |
|     4 |   0 |    3 |   0 |   1 |   0 | GET    | /api/player/competition/7433bad9-2ad7-4a95-aac7-523fd43e131c/ranking    | 0.012 |  0.124 |   0.216 | 0.054 | 0.124 | 0.124 |  0.124 |  0.042 |    39.000 |   4196.000 |    12600.000 |   3150.000 |
|    57 |   0 |   57 |   0 |   0 |   0 | GET    | /api/player/competition/9e32ec3b-38c5-446b-8fa9-c74aeb0a17f4/ranking    | 0.000 |  0.360 |   3.108 | 0.055 | 0.168 | 0.188 |  0.360 |  0.071 | 16396.000 |  16522.000 |   941588.000 |  16519.088 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9257be93-7198-4782-95d9-f708603f87b8/score   | 0.056 |  0.056 |   0.056 | 0.056 | 0.056 | 0.056 |  0.056 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/b672b52f-6c75-4132-8d49-4422390edf44/score   | 0.056 |  0.056 |   0.056 | 0.056 | 0.056 | 0.056 |  0.056 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | GET    | /api/player/competition/2ab288dc-0595-4fdc-8fa0-8af125b5970d/ranking    | 0.056 |  0.056 |   0.056 | 0.056 | 0.056 | 0.056 |  0.056 |  0.000 | 15442.000 |  15442.000 |    15442.000 |  15442.000 |
|    56 |   0 |   56 |   0 |   0 |   0 | GET    | /api/player/competition/ea371a44-a81b-48c2-802a-b548dbcb206e/ranking    | 0.004 |  0.300 |   3.140 | 0.056 | 0.172 | 0.224 |  0.300 |  0.071 | 16332.000 |  16540.000 |   914816.000 |  16336.000 |
|    54 |   0 |   54 |   0 |   0 |   0 | GET    | /api/player/competition/0fd8eaa7-8385-4349-ae74-f91c386e309b/ranking    | 0.004 |  0.176 |   3.040 | 0.056 | 0.140 | 0.168 |  0.176 |  0.052 | 16370.000 |  16510.000 |   884136.000 |  16372.889 |
|    55 |   0 |   55 |   0 |   0 |   0 | GET    | /api/player/competition/b2a98700-0443-4f22-8e4e-6b4be61ed817/ranking    | 0.004 |  0.276 |   3.152 | 0.057 | 0.192 | 0.228 |  0.276 |  0.073 | 16350.000 |  16388.000 |   899304.000 |  16350.982 |
|     2 |   0 |    2 |   0 |   0 |   0 | POST   | /api/organizer/competition/9679060d-09fa-4911-a97d-0218d2583913/score   | 0.056 |  0.060 |   0.116 | 0.058 | 0.060 | 0.060 |  0.060 |  0.002 |    53.000 |     53.000 |      106.000 |     53.000 |
|    64 |   0 |   64 |   0 |   0 |   0 | GET    | /api/player/competition/726bc037-edb3-41cd-aadd-d5c1548734ea/ranking    | 0.004 |  0.472 |   3.804 | 0.059 | 0.196 | 0.340 |  0.472 |  0.106 | 16021.000 |  16142.000 |  1025478.000 |  16023.094 |
|    57 |   0 |   57 |   0 |   0 |   0 | GET    | /api/player/competition/cf6a71fd-18a1-4b0d-bd76-7fd9bfb01c39/ranking    | 0.004 |  0.292 |   3.408 | 0.060 | 0.224 | 0.268 |  0.292 |  0.086 | 16274.000 |  16422.000 |   927782.000 |  16276.877 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/dc667137-625f-4354-9f90-194057e15a03/finish  | 0.060 |  0.060 |   0.060 | 0.060 | 0.060 | 0.060 |  0.060 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/49b3b993-e682-4abd-9df3-5b6f7a165f22/score   | 0.060 |  0.060 |   0.060 | 0.060 | 0.060 | 0.060 |  0.060 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/dc667137-625f-4354-9f90-194057e15a03/score   | 0.060 |  0.060 |   0.060 | 0.060 | 0.060 | 0.060 |  0.060 |  0.000 |    53.000 |     53.000 |       53.000 |     53.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/cd94b090-f07c-4d65-a4ee-3bc84f7f1780/score   | 0.060 |  0.060 |   0.060 | 0.060 | 0.060 | 0.060 |  0.060 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/c9feacfa-9ea5-4421-9815-e7c148d6e6b5/finish  | 0.060 |  0.060 |   0.060 | 0.060 | 0.060 | 0.060 |  0.060 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/caed7c50-c53b-4486-8d8b-0dc2a8499f9e/score   | 0.060 |  0.060 |   0.060 | 0.060 | 0.060 | 0.060 |  0.060 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/f3c3df18-2953-4694-9593-1a71e5cde733/score   | 0.060 |  0.060 |   0.060 | 0.060 | 0.060 | 0.060 |  0.060 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     3 |   0 |    3 |   0 |   0 |   0 | GET    | /api/player/competition/ca3720f4-35eb-4c7a-97aa-4dc91d241fbc/ranking    | 0.024 |  0.108 |   0.180 | 0.060 | 0.108 | 0.108 |  0.108 |  0.035 | 15134.000 |  15134.000 |    45402.000 |  15134.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/3293aa1e-5d25-4626-96d8-20b4e62e07e6/score   | 0.060 |  0.060 |   0.060 | 0.060 | 0.060 | 0.060 |  0.060 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|    45 |   0 |   45 |   0 |   0 |   0 | GET    | /api/player/competition/fcca043d-01fd-4c79-bb0e-b16db28a841e/ranking    | 0.004 |  0.224 |   2.764 | 0.061 | 0.160 | 0.172 |  0.224 |  0.059 |   219.000 |  16479.000 |   725213.000 |  16115.844 |
|    47 |   0 |   47 |   0 |   0 |   0 | GET    | /api/player/competition/4134cdd5-5bc2-4ca8-b47f-d801dbf9117d/ranking    | 0.004 |  0.176 |   2.892 | 0.062 | 0.144 | 0.148 |  0.176 |  0.048 | 16309.000 |  16414.000 |   771254.000 |  16409.660 |
|     4 |   0 |    3 |   0 |   1 |   0 | GET    | /api/player/competition/d09b4d2e-cbd3-48ad-89e3-02126d28e5d4/ranking    | 0.028 |  0.124 |   0.252 | 0.063 | 0.124 | 0.124 |  0.124 |  0.039 |    39.000 |  14500.000 |    43440.000 |  10860.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/f1d5d537-6304-4918-8d46-06336cff38da/score   | 0.064 |  0.064 |   0.064 | 0.064 | 0.064 | 0.064 |  0.064 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/a1247d10-5e2a-43d8-862e-d10510773653/score   | 0.064 |  0.064 |   0.064 | 0.064 | 0.064 | 0.064 |  0.064 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|    84 |   0 |   84 |   0 |   0 |   0 | GET    | /api/player/competition/6633d8ca-1c2f-439b-86cf-fa8699969fbd/ranking    | 0.004 |  0.396 |   5.400 | 0.064 | 0.236 | 0.300 |  0.396 |  0.099 |   207.000 |  16242.000 |  1327385.000 |  15802.202 |
|     2 |   0 |    2 |   0 |   0 |   0 | POST   | /api/organizer/competition/b59580bb-6250-47a3-b6df-423ee2388f87/score   | 0.040 |  0.096 |   0.136 | 0.068 | 0.096 | 0.096 |  0.096 |  0.028 |    53.000 |     53.000 |      106.000 |     53.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/a4e5cd2d-7b2f-4cee-b402-ac1d67417d70/score   | 0.068 |  0.068 |   0.068 | 0.068 | 0.068 | 0.068 |  0.068 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|    13 |   0 |    8 |   0 |   5 |   0 | POST   | /api/admin/tenants/add                                                  | 0.060 |  0.240 |   0.888 | 0.068 | 0.132 | 0.240 |  0.240 |  0.069 |    39.000 |    202.000 |     1679.000 |    129.154 |
|     4 |   0 |    3 |   0 |   1 |   0 | GET    | /api/player/competition/b59580bb-6250-47a3-b6df-423ee2388f87/ranking    | 0.028 |  0.140 |   0.284 | 0.071 | 0.140 | 0.140 |  0.140 |  0.046 |    39.000 |   3096.000 |     9308.000 |   2327.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/a8f913fc-2bde-4aa3-9665-007ef1836ef5/score   | 0.072 |  0.072 |   0.072 | 0.072 | 0.072 | 0.072 |  0.072 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/8a6f79ee-7f69-4d73-8416-f4db634ec928/score   | 0.072 |  0.072 |   0.072 | 0.072 | 0.072 | 0.072 |  0.072 |  0.000 |    53.000 |     53.000 |       53.000 |     53.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/b2a98700-0443-4f22-8e4e-6b4be61ed817/score   | 0.072 |  0.072 |   0.072 | 0.072 | 0.072 | 0.072 |  0.072 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/f477a851-7d5c-4c09-ac5d-0054988f8f34/score   | 0.072 |  0.072 |   0.072 | 0.072 | 0.072 | 0.072 |  0.072 |  0.000 |    53.000 |     53.000 |       53.000 |     53.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/2ab288dc-0595-4fdc-8fa0-8af125b5970d/score   | 0.072 |  0.072 |   0.072 | 0.072 | 0.072 | 0.072 |  0.072 |  0.000 |    53.000 |     53.000 |       53.000 |     53.000 |
|     4 |   0 |    3 |   0 |   1 |   0 | GET    | /api/player/competition/4208fa99-960c-4c1d-a40f-1015d62a8112/ranking    | 0.012 |  0.184 |   0.288 | 0.072 | 0.184 | 0.184 |  0.184 |  0.067 |    39.000 |   4356.000 |    13079.000 |   3269.750 |
|    62 |   0 |   62 |   0 |   0 |   0 | GET    | /api/player/competition/4c698374-2323-4d17-b6bf-f20e6d43d159/ranking    | 0.004 |  0.452 |   4.480 | 0.072 | 0.264 | 0.328 |  0.452 |  0.112 |   213.000 |  16295.000 |   994129.000 |  16034.339 |
|    71 |   0 |   71 |   0 |   0 |   0 | GET    | /api/player/competition/ba4bd2e0-65df-498f-a5c3-78289ef2092c/ranking    | 0.004 |  0.524 |   5.260 | 0.074 | 0.236 | 0.404 |  0.524 |  0.118 |   210.000 |  16486.000 |  1154174.000 |  16255.972 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/ea371a44-a81b-48c2-802a-b548dbcb206e/score   | 0.076 |  0.076 |   0.076 | 0.076 | 0.076 | 0.076 |  0.076 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/dfc58618-129a-47cc-82bb-a9819b22bea3/score   | 0.076 |  0.076 |   0.076 | 0.076 | 0.076 | 0.076 |  0.076 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     2 |   0 |    2 |   0 |   0 |   0 | POST   | /api/organizer/competition/93770d3f-74ae-4303-b5ab-c6f2c2b283f0/score   | 0.072 |  0.080 |   0.152 | 0.076 | 0.080 | 0.080 |  0.080 |  0.004 |    53.000 |     53.000 |      106.000 |     53.000 |
|     2 |   0 |    2 |   0 |   0 |   0 | POST   | /api/organizer/competition/4208fa99-960c-4c1d-a40f-1015d62a8112/score   | 0.068 |  0.088 |   0.156 | 0.078 | 0.088 | 0.088 |  0.088 |  0.010 |    53.000 |     53.000 |      106.000 |     53.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/4134cdd5-5bc2-4ca8-b47f-d801dbf9117d/score   | 0.080 |  0.080 |   0.080 | 0.080 | 0.080 | 0.080 |  0.080 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/ec883527-7fa3-41e0-9c7c-f3a3392aca4b/score   | 0.080 |  0.080 |   0.080 | 0.080 | 0.080 | 0.080 |  0.080 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/7068c25e-8e20-4f64-a8a6-a30a0d975f34/score   | 0.080 |  0.080 |   0.080 | 0.080 | 0.080 | 0.080 |  0.080 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/bb26b81f-6a8a-47bd-9d18-8da7f311a32c/finish  | 0.080 |  0.080 |   0.080 | 0.080 | 0.080 | 0.080 |  0.080 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/74900026-47b5-4b7c-9b02-2c1065d0da7d/score   | 0.080 |  0.080 |   0.080 | 0.080 | 0.080 | 0.080 |  0.080 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9e32ec3b-38c5-446b-8fa9-c74aeb0a17f4/score   | 0.080 |  0.080 |   0.080 | 0.080 | 0.080 | 0.080 |  0.080 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/ca3720f4-35eb-4c7a-97aa-4dc91d241fbc/score   | 0.080 |  0.080 |   0.080 | 0.080 | 0.080 | 0.080 |  0.080 |  0.000 |    53.000 |     53.000 |       53.000 |     53.000 |
|     2 |   0 |    2 |   0 |   0 |   0 | POST   | /api/organizer/competition/0bdfce9a-74c0-46b9-b5d0-4b8f90e7ba1b/score   | 0.052 |  0.108 |   0.160 | 0.080 | 0.108 | 0.108 |  0.108 |  0.028 |    54.000 |     54.000 |      108.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/bbb32e16-23e2-43b0-b994-f1cb3722b9cd/score   | 0.080 |  0.080 |   0.080 | 0.080 | 0.080 | 0.080 |  0.080 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/08d11d29-39f2-4540-97eb-a7beb3731293/score   | 0.080 |  0.080 |   0.080 | 0.080 | 0.080 | 0.080 |  0.080 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|    59 |   0 |   59 |   0 |   0 |   0 | GET    | /api/player/competition/63c4150a-c31e-4f0a-91c2-6d9547a623cb/ranking    | 0.004 |  0.476 |   4.744 | 0.080 | 0.260 | 0.400 |  0.476 |  0.115 |   198.000 |  16431.000 |   900765.000 |  15267.203 |
|    23 |   0 |   23 |   0 |   0 |   0 | GET    | /api/player/competition/22dd98a4-ac6f-411f-8ce9-0a748813e9de/ranking    | 0.004 |  0.200 |   1.856 | 0.081 | 0.152 | 0.184 |  0.200 |  0.060 | 16372.000 |  16373.000 |   376571.000 |  16372.652 |
|    37 |   0 |   37 |   0 |   0 |   0 | GET    | /api/player/competition/a8f913fc-2bde-4aa3-9665-007ef1836ef5/ranking    | 0.004 |  0.376 |   3.036 | 0.082 | 0.152 | 0.172 |  0.376 |  0.069 | 16466.000 |  16467.000 |   609258.000 |  16466.432 |
|    44 |   0 |   44 |   0 |   0 |   0 | GET    | /api/player/competition/a4e5cd2d-7b2f-4cee-b402-ac1d67417d70/ranking    | 0.004 |  0.308 |   3.632 | 0.083 | 0.200 | 0.232 |  0.308 |  0.076 | 16458.000 |  16460.000 |   724212.000 |  16459.364 |
|    44 |   0 |   44 |   0 |   0 |   0 | GET    | /api/player/competition/55c17df9-20c9-49b6-8e02-820bfb28a3b6/ranking    | 0.004 |  0.284 |   3.692 | 0.084 | 0.228 | 0.240 |  0.284 |  0.083 | 15515.000 |  16491.000 |   720077.000 |  16365.386 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/4c891521-f39a-4518-8560-a2d505450bd5/finish  | 0.084 |  0.084 |   0.084 | 0.084 | 0.084 | 0.084 |  0.084 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/cc4b619c-681f-452f-abbe-7864d3be1f1e/score   | 0.084 |  0.084 |   0.084 | 0.084 | 0.084 | 0.084 |  0.084 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/d7fcf3d0-b4a0-46d6-8980-9878c30485fa/finish  | 0.084 |  0.084 |   0.084 | 0.084 | 0.084 | 0.084 |  0.084 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/fcca043d-01fd-4c79-bb0e-b16db28a841e/score   | 0.084 |  0.084 |   0.084 | 0.084 | 0.084 | 0.084 |  0.084 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     2 |   0 |    2 |   0 |   0 |   0 | POST   | /api/organizer/competition/3183bb03-6769-41e1-81de-3be3a1bcb316/score   | 0.048 |  0.124 |   0.172 | 0.086 | 0.124 | 0.124 |  0.124 |  0.038 |    54.000 |     54.000 |      108.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/49d9300e-04bc-40b9-b34b-522904a4aea6/finish  | 0.088 |  0.088 |   0.088 | 0.088 | 0.088 | 0.088 |  0.088 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     2 |   0 |    2 |   0 |   0 |   0 | POST   | /api/organizer/competition/991df181-fa28-4e8d-9623-617df8cfffd1/score   | 0.044 |  0.132 |   0.176 | 0.088 | 0.132 | 0.132 |  0.132 |  0.044 |    54.000 |     54.000 |      108.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/270df873-3bbc-47a6-9617-a6e14c42aeeb/score   | 0.088 |  0.088 |   0.088 | 0.088 | 0.088 | 0.088 |  0.088 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|    75 |   0 |   75 |   0 |   0 |   0 | GET    | /api/player/competition/d4fda555-d99c-4e09-a7fa-3f6cbdc53c42/ranking    | 0.004 |  0.600 |   6.788 | 0.091 | 0.332 | 0.496 |  0.600 |  0.147 | 16372.000 |  16581.000 |  1228125.000 |  16375.000 |
|    36 |   0 |   36 |   0 |   0 |   0 | GET    | /api/player/competition/410ad980-a5d3-4e3e-aa1a-4fcff1ee2a3d/ranking    | 0.004 |  0.244 |   3.268 | 0.091 | 0.216 | 0.232 |  0.244 |  0.078 | 16397.000 |  16398.000 |   590308.000 |  16397.444 |
|    30 |   0 |   30 |   0 |   0 |   0 | GET    | /api/player/competition/f3c3df18-2953-4694-9593-1a71e5cde733/ranking    | 0.004 |  0.228 |   2.816 | 0.094 | 0.208 | 0.228 |  0.228 |  0.073 | 14456.000 |  14521.000 |   433766.000 |  14458.867 |
|     2 |   0 |    2 |   0 |   0 |   0 | POST   | /api/organizer/competition/d09b4d2e-cbd3-48ad-89e3-02126d28e5d4/score   | 0.064 |  0.124 |   0.188 | 0.094 | 0.124 | 0.124 |  0.124 |  0.030 |    54.000 |     54.000 |      108.000 |     54.000 |
|     8 |   0 |    8 |   0 |   0 |   0 | GET    | /api/player/competition/f477a851-7d5c-4c09-ac5d-0054988f8f34/ranking    | 0.028 |  0.196 |   0.764 | 0.096 | 0.196 | 0.196 |  0.196 |  0.061 | 13618.000 |  13618.000 |   108944.000 |  13618.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/8b714d66-6353-4713-82ea-8fced4b6447e/score   | 0.096 |  0.096 |   0.096 | 0.096 | 0.096 | 0.096 |  0.096 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9d5e5708-9bef-412a-83d8-aa4c0a3acb2a/score   | 0.096 |  0.096 |   0.096 | 0.096 | 0.096 | 0.096 |  0.096 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|    33 |   0 |   33 |   0 |   0 |   0 | GET    | /api/player/competition/74900026-47b5-4b7c-9b02-2c1065d0da7d/ranking    | 0.044 |  0.304 |   3.196 | 0.097 | 0.272 | 0.300 |  0.304 |  0.096 | 16356.000 |  16480.000 |   539887.000 |  16360.212 |
|     2 |   0 |    2 |   0 |   0 |   0 | POST   | /api/organizer/competition/7433bad9-2ad7-4a95-aac7-523fd43e131c/score   | 0.084 |  0.112 |   0.196 | 0.098 | 0.112 | 0.112 |  0.112 |  0.014 |    53.000 |     53.000 |      106.000 |     53.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/4a1740f6-be75-47df-9b98-ca4ad34b68ce/score   | 0.100 |  0.100 |   0.100 | 0.100 | 0.100 | 0.100 |  0.100 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/55c17df9-20c9-49b6-8e02-820bfb28a3b6/score   | 0.100 |  0.100 |   0.100 | 0.100 | 0.100 | 0.100 |  0.100 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/5897354c-844c-4fd2-9970-195aa421cf5d/score   | 0.100 |  0.100 |   0.100 | 0.100 | 0.100 | 0.100 |  0.100 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|    40 |   0 |   40 |   0 |   0 |   0 | GET    | /api/player/competition/9d5e5708-9bef-412a-83d8-aa4c0a3acb2a/ranking    | 0.004 |  0.404 |   4.096 | 0.102 | 0.304 | 0.332 |  0.404 |  0.117 | 16406.000 |  16461.000 |   658362.000 |  16459.050 |
|    36 |   0 |   36 |   0 |   0 |   0 | GET    | /api/player/competition/91cafe0d-459f-442d-8faa-264d51bbf17b/ranking    | 0.004 |  0.264 |   3.696 | 0.103 | 0.220 | 0.224 |  0.264 |  0.085 | 16374.000 |  16401.000 |   589506.000 |  16375.167 |
|    53 |   0 |   52 |   0 |   1 |   0 | GET    | /api/player/competition/59fdd674-291c-4200-84d8-f04e494edd6d/ranking    | 0.004 |  0.668 |   5.452 | 0.103 | 0.408 | 0.536 |  0.668 |  0.169 |     0.000 |  16544.000 |   854181.000 |  16116.623 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/0fd8eaa7-8385-4349-ae74-f91c386e309b/score   | 0.104 |  0.104 |   0.104 | 0.104 | 0.104 | 0.104 |  0.104 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/410ad980-a5d3-4e3e-aa1a-4fcff1ee2a3d/score   | 0.104 |  0.104 |   0.104 | 0.104 | 0.104 | 0.104 |  0.104 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|    27 |   0 |   27 |   0 |   0 |   0 | GET    | /api/player/competition/41a0fdc4-6ed0-4b6b-a718-cc8e6f4fa477/ranking    | 0.008 |  0.260 |   2.864 | 0.106 | 0.184 | 0.224 |  0.260 |  0.061 | 16396.000 |  16554.000 |   442866.000 |  16402.444 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/22dd98a4-ac6f-411f-8ce9-0a748813e9de/score   | 0.108 |  0.108 |   0.108 | 0.108 | 0.108 | 0.108 |  0.108 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
